Input,Output
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC2003,AC1102,AC1012
	organization Unit is FINLEG011,FINLEG002,FINLEG003 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC2003,AC1102,AC1012
	organization Unit is FINLEG011,FINLEG002,FINLEG003
	Ice code is I00005
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0002,AC2003,AC1102,AC1012
	organization Unit is FINLEG011,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0003,AC1023,AC1103,AC1013
	organization Unit is FINLEG011,FINLEG004
	Ice code is I00005
	Balance Type is begining of period (BOP)
1e. Sum up the AVG balances from the filters applied in step 1a thorugh 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABCD0046.","ACCOUNT1=['AC0002','AC2003','AC1102','AC1012'];
ACCOUNT2=['AC0003','AC1023','AC1103','AC1013'];
ORGUNIT1=['FINLEG011','FINLEG002','FINLEG003']
ORGUNIT2=['FINLEG011','FINLEG004']
ICECODE1=['I00005']

ABCD0046_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABCD0046_2 = ABCD0046_1 + ABCD0046_TSA;

ABCD0046 = SCLRND(6,-6,ABCD0046_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0002,AB2002,AB2202,AB1011
	organization Unit is FINLEG220
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AB0002,AB2002,AB2202,AB1011
	organization Unit is FINLEG005
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Perform the following filters multiplied by -1
2a. ABC Accounts in AD0001,AD1001,AD1101,AD1011
	organization Unit is FINLEG220
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
2b. ABC Accounts in AB0002,AB2002,AB2202,AB1011
	organization Unit is FINLEG005
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
2c. Sum up th QTD balances from the filters applied in step 2a & 2b.
3. Sum up Steps 1 & 2.
4. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in steps 1 & 2.
5. Add TSA values to the results (ex <Taxonomy>_TSA)
6. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABCD0047.","ACCOUNT1=['AB0002','AB2002','AB2202','AB1011'];
ACCOUNT2=['AD0001','AD1001','AD1101','AD1011'];
ICECODE1=['I00000'];

ABCD0047_1=SUM(qtdamt, (org_unit eq 'FINLEG220' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG005' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP')) + SUM(qtdamt, (org_unit eq 'FINLEG220' and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG005' and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'EOP')) * -1;

ABCD0047_2 = ABCD0047_1 + ABCD0047_TSA;

ABCD0047 = SCLRND(6,-6,ABCD0047_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0002,AB2002,AB2202,AB1011
	organization Unit is FINLEG220
	Ice code is Third Party (I00000)
	Balance Type is Begining of period (BOP)
1b. ABC Accounts in AB0002,AB2002,AB2202,AB1011
	organization Unit is FINLEG005
	Ice code is Third Party (I00000)
	Balance Type is Begining of period (BOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Perform the following filters multiplied by -1
2a. ABC Accounts in AD0001,AD1001,AD1101,AD1011
	organization Unit is FINLEG220
	Ice code is Third Party (I00000)
	Balance Type is Begining of period (BOP)
2b. ABC Accounts in AB0002,AB2002,AB2202,AB1011
	organization Unit is FINLEG005
	Ice code is Third Party (I00000)
	Balance Type is Begining of period (BOP)
2c. Sum up th QTD balances from the filters applied in step 2a & 2b.
3. Sum up Steps 1 & 2.
4. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in steps 1 & 2.
5. Add TSA values to the results (ex <Taxonomy>_TSA)
6. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABCD0048.","ACCOUNT1=['AB0002','AB2002','AB2202','AB1011'];
ACCOUNT2=['AD0001','AD1001','AD1101','AD1011'];
ICECODE1=['I00000'];

ABCD0048_1=SUM(qtdamt, (org_unit eq 'FINLEG220' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit eq 'FINLEG005' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP')) + SUM(qtdamt, (org_unit eq 'FINLEG220' and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit eq 'FINLEG005' and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP')) * -1;

ABCD0048_2 = ABCD0048_1 + ABCD0048_TSA;

ABCD0048 = SCLRND(6,-6,ABCD0048_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0003,AC2003,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG002,FINLEG003 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0003,AC2003,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG002,FINLEG003
	Ice code is I00003
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0003,AC2003,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG004
	Ice code is I00003
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0003,AC1003,AC1103,AC1013
	organization Unit is FINLEG010,FINLEG004
	Ice code is I00003
	Balance Type is begining of period (BOP)
1e. Sum up the AVG balances from the filters applied in step 1a through 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABCD0049.","ACCOUNT1=['AC0003','AC2003','AC1102','AC1012'];
ACCOUNT2=['AC0003','AC1003','AC1103','AC1013'];
ORGUNIT1=['FINLEG010','FINLEG002','FINLEG003']
ORGUNIT2=['FINLEG010','FINLEG004']
ICECODE1=['I00003']

ABCD0049_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABCD0049_2 = ABCD0049_1 + ABCD0049_TSA;

ABCD0049 = SCLRND(6,-6,ABCD0049_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0033,AC2003,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG002,FINLEG003 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0033,AC2003,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG002,FINLEG003
	Ice code is I00003
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0033,AC2003,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG004
	Ice code is I00003
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0033,AC1031,AC1103,AC1013
	organization Unit is FINLEG010,FINLEG004
	Ice code is I00003
	Balance Type is begining of period (BOP)
1e. Sum up the AVG balances from the filters applied in step 1a through 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 6 and Rounding as -6 as assign it to the Taxonomy ABCD0050.","ACCOUNT1=['AC0033','AC2003','AC1102','AC1012'];
ACCOUNT2=['AC0033','AC1031','AC1103','AC1013'];
ORGUNIT1=['FINLEG010','FINLEG002','FINLEG003']
ORGUNIT2=['FINLEG010','FINLEG004']
ICECODE1=['I00003']

ABCD0050_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABCD0050_2 = ABCD0050_1 + ABCD0050_TSA;

ABCD0050 = SCLRND(6,-6,ABCD0050_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0003,AB1011,AB3303,AB1011
	organization Unit is FINLEG110
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AB0003,AB1011,AB3303,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0001.","ACCOUNT1=['AB0003','AB1011','AB3303','AB1011'];
ICECODE1=['I00000'];

ABBC0001_1=SUM(qtdamt, (org_unit eq 'FINLEG110' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP'));

ABBC0001_2 = ABBC0001_1 + ABBC0001_TSA;

ABBC0001 = SCLRND(3,-3,ABBC0001_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0001,AC1001,AC1101,AC1011
	organization Unit is FINLEG001,FINLEG002
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0001,AC1001,AC1101,AC1011
	organization Unit is FINLEG001,FINLEG002
	Ice code is I00022
	Balance Type is End of period (EOP)
1c. Sum up the QTD balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0002.","ACCOUNT1=['AC0001','AC1001','AC1101','AC1011'];
ORGUNIT1=['FINLEG001','FINLEG002']

ABBC0002_1=SUM(qtdamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd eq 'I00022' and baltype eq 'EOP'));

ABBC0002_2 = ABBC0002_1 + ABBC0002_TSA;

ABBC0002 = SCLRND(3,-3,ABBC0002_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC1002,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC1002,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033
	Ice code is I00022
	Balance Type is End of period (EOP)
1c. Sum up the AVG balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0003.","ACCOUNT1=['AC0002','AC1002','AC1102','AC1012'];
ORGUNIT1=['FINLEG001','FINLEG002','FINLEG033']

ABBC0003_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd eq 'I00022' and baltype eq 'EOP'));

ABBC0003_2 = ABBC0003_1 + ABBC0003_TSA;

ABBC0003 = SCLRND(3,-3,ABBC0003_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC1002,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC1002,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033
	Ice code is I00022
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0002,AC1002,AC1102,AC1012
	organization Unit is FINLEG001
	Ice code is I00022
	Balance Type is begining of period (BOP)
1d. Sum up the AVG balances from the filters applied in step 1a, 1b & 1c.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0004.","ACCOUNT1=['AC0002','AC1002','AC1102','AC1012'];
ORGUNIT1=['FINLEG001','FINLEG002','FINLEG033']
ICECODE1=['I00022']

ABBC0004_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG001' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0004_2 = ABBC0004_1 + ABBC0004_TSA;

ABBC0004 = SCLRND(3,-3,ABBC0004_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC1002,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC1002,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033
	Ice code is I00022
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0002,AC1002,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG004
	Ice code is I00022
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0033,AC1003,AC1103,AC1013
	organization Unit is FINLEG001,FINLEG004
	Ice code is I00022
	Balance Type is begining of period (BOP)
1e. Sum up the AVG balances from the filters applied in step 1a thorugh 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0005.","ACCOUNT1=['AC0002','AC1002','AC1102','AC1012'];
ACCOUNT2=['AC0033','AC1003','AC1103','AC1013'];
ORGUNIT1=['FINLEG001','FINLEG002','FINLEG033']
ORGUNIT2=['FINLEG001','FINLEG004']
ICECODE1=['I00022']

ABBC0005_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0005_2 = ABBC0005_1 + ABBC0005_TSA;

ABBC0005 = SCLRND(3,-3,ABBC0005_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0033,AC1002,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0033,AC1002,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033
	Ice code is I00022
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0033,AC1002,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG004
	Ice code is I00022
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0033,AC1003,AC1103,AC1013
	organization Unit is FINLEG001,FINLEG004
	Ice code is I00022
	Balance Type is begining of period (BOP)
1e. Sum up the AVG balances from the filters applied in step 1a through 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0006.","ACCOUNT1=['AC0033','AC1002','AC1102','AC1012'];
ACCOUNT2=['AC0033','AC1003','AC1103','AC1013'];
ORGUNIT1=['FINLEG001','FINLEG002','FINLEG033']
ORGUNIT2=['FINLEG001','FINLEG004']
ICECODE1=['I00022']

ABBC0006_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0006_2 = ABBC0006_1 + ABBC0006_TSA;

ABBC0006 = SCLRND(3,-3,ABBC0006_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0033,AC1002,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0033,AC1002,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG002,FINLEG033
	Ice code is I00022
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0033,AC1002,AC1102,AC1012
	organization Unit is FINLEG010,FINLEG004
	Ice code is I00022
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0033,AC1003,AC1103,AC1013
	organization Unit is FINLEG010,FINLEG004
	Ice code is I00022
	Balance Type is begining of period (BOP)
1e. Sum up the AVG balances from the filters applied in step 1a through 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0007.","ACCOUNT1=['AC0033','AC1002','AC1102','AC1012'];
ACCOUNT2=['AC0033','AC1003','AC1103','AC1013'];
ORGUNIT1=['FINLEG010','FINLEG002','FINLEG033']
ORGUNIT2=['FINLEG010','FINLEG004']
ICECODE1=['I00022']

ABBC0007_1=SUM(avgamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0007_2 = ABBC0007_1 + ABBC0007_TSA;

ABBC0007 = SCLRND(3,-3,ABBC0007_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AB0003,AB1011,AB3303,AB1011
	organization Unit is FINLEG121
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AB0003,AB1011,AB3303,AB1011
	organization Unit is FINLEG025
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1c. Sum up th QTD balances from the filters applied in step 1a and 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0008.","ACCOUNT1=['AB0003','AB1011','AB3303','AB1011'];
ICECODE1=['I00000'];

ABBC0008_1=SUM(qtdamt, (org_unit eq 'FINLEG121' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG025' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP'));

ABBC0008_2 = ABBC0008_1 + ABBC0008_TSA;

ABBC0008 = SCLRND(3,-3,ABBC0008_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0001,AC1001,AC1101,AC1011
	organization Unit is FINLEG001,FINLEG002
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0001,AC1001,AC1101,AC1011
	organization Unit is FINLEG001,FINLEG002
	Ice code is I11111
	Balance Type is End of period (EOP)
1c. Sum up th QTD balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0009.","ACCOUNT1=['AC0001','AC1001','AC1101','AC1011'];
ORGUNIT1=['FINLEG001','FINLEG002']

ABBC0009_1=SUM(qtdamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd eq 'I11111' and baltype eq 'EOP'));

ABBC0009_2 = ABBC0009_1 + ABBC0009_TSA;

ABBC0009 = SCLRND(3,-3,ABBC0009_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC1002,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC1002,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033
	Ice code is I00022
	Balance Type is End of period (EOP)
1c. Sum up th YTD balances from the filters applied in step 1a & 1b.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0010.","ACCOUNT1=['AC0002','AC1002','AC1102','AC1012'];
ORGUNIT1=['FINLEG001','FINLEG002','FINLEG033']

ABBC0010_1=SUM(ytdamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd eq 'I00022' and baltype eq 'EOP'));

ABBC0010_2 = ABBC0010_1 + ABBC0010_TSA;

ABBC0010 = SCLRND(3,-3,ABBC0010_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC1002,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC1002,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033
	Ice code is I00022
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0002,AC1002,AC1102,AC1012
	organization Unit is FINLEG001
	Ice code is I00022
	Balance Type is begining of period (BOP)
1d. Sum up the YTD balances from the filters applied in step 1a through 1c.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0011.","ACCOUNT1=['AC0002','AC1002','AC1102','AC1012'];
ORGUNIT1=['FINLEG001','FINLEG002','FINLEG033']
ICECODE1=['I00022']

ABBC0011_1=SUM(ytdamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit eq 'FINLEG001' and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0011_2 = ABBC0011_1 + ABBC0011_TSA;

ABBC0011 = SCLRND(3,-3,ABBC0011_2);"
"Write a A1 Rule with the following instructions:
1. Perform the following filters
1a. ABC Accounts in AC0002,AC1002,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033 
	Ice code is Third Party (I00000)
	Balance Type is End of period (EOP)
1b. ABC Accounts in AC0002,AC1002,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG002,FINLEG033
	Ice code is I00022
	Balance Type is End of period (EOP)
1c. ABC Accounts in AC0002,AC1002,AC1102,AC1012
	organization Unit is FINLEG001,FINLEG004
	Ice code is I00022
	Balance Type is begining of period (BOP)
1d. ABC Accounts in AC0033,AC1003,AC1103,AC1013
	organization Unit is FINLEG001,FINLEG004
	Ice code is I00022
	Balance Type is begining of period (BOP)
1e. Sum up the QTD balances from the filters applied in step 1a through 1d.
2. Assign common values as labeled variables postfixed with numerical values (1,2,3 etc.) used in step 1.
3. Add TSA values to the results (ex <Taxonomy>_TSA)
4. Scale & Round the final output with Scaling as 3 and Rounding as -3 as assign it to the Taxonomy ABBC0012.","ACCOUNT1=['AC0002','AC1002','AC1102','AC1012'];
ACCOUNT2=['AC0033','AC1003','AC1103','AC1013'];
ORGUNIT1=['FINLEG001','FINLEG002','FINLEG033']
ORGUNIT2=['FINLEG001','FINLEG004']
ICECODE1=['I00022']

ABBC0012_1=SUM(atdamt, (org_unit in ORGUNIT1  and account in ACCOUNT1 and icecd eq 'I00000' and baltype eq 'EOP') or (org_unit in ORGUNIT1 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'EOP') or (org_unit in ORGUNIT2 and account in ACCOUNT1 and icecd in ICECODE1 and baltype eq 'BOP') or (org_unit in ORGUNIT2 and account in ACCOUNT2 and icecd in ICECODE1 and baltype eq 'BOP'));

ABBC0012_2 = ABBC0012_1 + ABBC0012_TSA;

ABBC0012 = SCLRND(3,-3,ABBC0012_2);"
